resolution_id,complaint_id,agent_id,resolution_date,resolution_type,notes
8806,24182,207,11/9/2024,Fixed,No resolution details provided
8807,41693,250,,Open,Work in progress
8808,34816,210,,Open,Refunded overcharge
8809,41405,266,,Open,Fixed sync issue
8810,47699,230,,Open,Fixed sync issue
8811,27919,247,7/31/2024,Pending,Improved load time
8812,9960,208,,Open,Fixed export permissions
8813,13484,217,4/30/2025,Fixed,No resolution details provided
8814,41011,233,10/28/2023,Fixed,Fixed export permissions
8815,38604,275,10/11/2024,Fixed,No resolution details provided
8816,5422,237,,Open,Processed refund
8817,25735,218,,Open,Work in progress
8818,13963,227,3/9/2025,Fixed,Fixed sync issue
8819,14392,233,2/22/2024,Fixed,Debugging app crash
8820,42286,236,1/1/2025,Fixed,Fixed login issue
8821,24014,203,8/31/2023,Fixed,No resolution details provided
8822,27301,254,1/8/2025,Fixed,Updated billing system
8823,13430,217,12/10/2023,Fixed,Updated app version
8824,27016,261,8/11/2024,Fixed,Refunded overcharge
8825,43780,264,9/2/2024,Fixed,No resolution details provided
8826,2663,241,,Open,Processed refund
8827,32726,242,,Open,Improved load time
8828,28819,273,,Open,Patched dashboard
8829,20867,277,4/11/2024,Fixed,No resolution details provided
8830,3673,243,,Open,Work in progress
8831,45939,215,,Open,Patched integration
8832,447,205,,Open,Work in progress
8833,42785,204,,Open,Work in progress
8834,19056,206,,Open,Enabled CSV export
8835,2060,223,4/26/2025,Fixed,Refunded overcharge
8836,8845,246,1/19/2025,Pending,Patched dashboard
8837,10205,243,,Open,Work in progress
8838,19994,265,,Open,Fixed notification bug
8839,31879,287,,Open,Refunded overcharge
8840,9517,240,,Open,Updated biling system
8841,34580,226,1/11/2024,Pending,
8842,25739,289,7/29/2023,Pending,Fixed sync issue
8843,48266,224,12/21/2023,Fixed,Debugging app crash
8844,4887,223,,Open,Investigating delay
8845,43819,222,7/4/2025,Fixed,Improved load time
8846,25139,203,,Open,Work in progress
8847,48625,207,,Open,Patched dashboard
8848,6241,217,1/17/2025,Fixed,Waiting for engineering team
8849,34607,225,,Open,Updated app version
8850,8955,260,1/6/2024,Fixed,No resolution details provided
8851,24671,273,,Open,Work in progress
8852,23982,252,11/21/2024,Pending,Patched dashboard
8853,47125,259,5/22/2024,Fixed,Updated billing system
8854,12535,220,,Open,Debugging app crash
8855,47760,240,,Open,Work in progress
8856,15864,207,,Open,Updated app version
8857,26273,298,5/14/2024,Fixed,Refunded overcharge
8858,4333,239,6/11/2025,Pending,Fixed export permissions
8859,22644,231,,Open,Updated app version
8860,1197,229,12/18/2024,Fixed,Enabled CSV export
8861,15521,262,,Open,Work in progress
8862,8065,287,9/8/2023,Pending,Fixed notification bug
8863,8507,254,1/1/2025,Fixed,No resolution details provided
8864,40185,294,,Open,Restored notification delivery
8865,47834,268,3/30/2024,Fixed,No resolution details provided
8866,49773,237,,Open,Updated biling system
8867,36665,282,,Open,Fixed login issue
8868,40348,242,4/30/2024,Fixed,Fixed sync issue
8869,37231,269,5/21/2024,Fixed,Patched dashboard
8870,14662,208,1/20/2024,Fixed,Patched integration
8871,43999,240,,Open,Work in progress
8872,33107,209,11/30/2024,Fixed,Improved load time
8873,46034,283,4/13/2025,Pending,Resolved export error
8874,32397,245,10/2/2023,Fixed,Waiting for engineering team
8875,8214,262,5/21/2024,Fixed,Improved load time
8876,4367,296,,Open,Waiting for engineering team
8877,24651,278,5/28/2024,Fixed,Processed refund
8878,23843,261,9/23/2024,Fixed,Improved load time
8879,6339,261,,Open,Updated app version
8880,19404,241,5/20/2025,Fixed,Investigating delay
8881,41814,291,6/26/2025,Fixed,Processed refund
8882,34911,286,,Open,Work in progress
8883,10678,230,7/8/2024,Fixed,No resolution details provided
8884,13923,296,9/5/2023,Pending,Optimized server
8885,23161,263,4/4/2025,Fixed,Waiting for engineering team
8886,18154,238,1/3/2024,Fixed,No resolution details provided
8887,45882,215,8/22/2023,Fixed,No resolution details provided
8888,7046,219,7/25/2023,Pending,Fixed notification bug
8889,8558,219,12/16/2023,Fixed,Fixed export permissions
8890,12476,216,7/7/2025,Fixed,Patched integration
8891,43858,292,5/16/2024,Fixed,Refunded overcharge
8892,16058,274,,Open,Updated app version
8893,4521,238,1/18/2024,Fixed,Processed refund
8894,31736,298,10/18/2023,Fixed,Updated app version
8895,5622,234,,Open,Waiting for engineering team
8896,4638,289,,Open,Work in progress
8897,41301,245,10/25/2023,Pending,Waiting for engineering team
8898,13826,212,6/13/2024,Fixed,Waiting for engineering team
8899,41133,295,1/19/2024,Fixed,Refunded overcharge
8900,10218,233,3/3/2024,Fixed,No resolution details provided
8901,14344,253,12/5/2024,Pending,Updated billing system
8902,13873,295,11/28/2024,Pending,Refunded overcharge
8903,39324,254,,Open,Processed refund
8904,48172,214,6/12/2024,Pending,
8905,41784,217,3/18/2024,Fixed,No resolution details provided
8906,6045,268,,Open,Waiting for engineering team
8907,7320,280,1/20/2025,Fixed,Enabled CSV export
8908,39209,282,4/2/2024,Fixed,Optimized server
8909,40791,285,6/5/2024,Fixed,Processed refund
8910,35449,274,,Open,Refunded overcharge
8911,5148,255,5/21/2025,Fixed,Fixed login issue
8912,45779,254,,Open,Patched integration
8913,23811,290,7/1/2025,Fixed,Patched integration
8914,36154,270,2/19/2024,Fixed,Optimized server
8915,28691,255,,Open,Investigating delay
8916,17356,212,7/2/2024,Fixed,No resolution details provided
8917,47271,290,10/22/2024,Fixed,Waiting for engineering team
8918,11166,290,6/4/2025,Fixed,Patched dashboard
8919,31346,276,,Open,Work in progress
8920,16774,241,12/30/2024,Fixed,Refunded overcharge
8921,10235,280,4/8/2025,Fixed,No resolution details provided
8922,18944,225,12/10/2023,Fixed,Debugging app crash
8923,2612,268,11/16/2023,Pending,Refunded overcharge
8924,30442,235,,Open,Fixed export permissions
8925,22984,296,11/16/2024,Fixed,No resolution details provided
8926,16834,262,6/30/2024,Pending,Refunded overcharge
8927,15195,205,,Open,Work in progress
8928,48112,207,,Open,Fixed sync issue
8929,26887,286,9/30/2023,Fixed,No resolution details provided
8930,9747,207,9/20/2023,Fixed,No resolution details provided
8931,8276,229,10/12/2023,Pending,Updated billing system
8932,34495,202,,Open,Investigating delay
8933,28904,244,,Open,Work in progress
8934,47404,218,7/19/2024,Fixed,Patched dashboard
8935,1396,275,4/17/2024,Pending,Optimized server
8936,24644,201,9/26/2024,Fixed,Refunded overcharge
8937,19384,276,,Open,Updated billing system
8938,33365,260,12/13/2024,Fixed,No resolution details provided
8939,37563,231,3/20/2025,Pending,Improved load time
8940,9570,207,,Open,Updated billing system
8941,17648,300,6/8/2025,Pending,
8942,39497,209,,Open,Refunded overcharge
8943,34133,296,11/4/2024,Fixed,No resolution details provided
8944,18669,209,3/21/2025,Pending,
8945,15672,279,2/17/2024,Fixed,Fixed sync issue
8946,46683,295,,Open,Restored notification delivery
8947,40415,211,,Open,Updated billing system
8948,37181,245,12/8/2023,Pending,
8949,29171,283,5/14/2025,Fixed,Patched integration
8950,10008,275,,Open,Investigating delay
8951,13983,243,10/30/2023,Pending,Patched dashboard
8952,18292,224,3/6/2024,Pending,Updated billing system
8953,23413,222,3/13/2025,Pending,
8954,28478,221,,Open,Work in progress
8955,700,201,,Open,Refunded overcharge
8956,19168,252,3/11/2024,Pending,Optimized server
8957,42807,237,9/19/2023,Fixed,Enabled CSV export
8958,30083,271,7/8/2025,Pending,Patched integration
8959,3903,300,1/6/2025,Pending,Fixed notification bug
8960,32050,211,,Open,Fixed notification bug
8961,26411,226,,Open,Work in progress
8962,11307,287,,Open,Fixed sync issue
8963,26173,249,,Open,Updated billing system
8964,34023,298,,Open,Work in progress
8965,3461,202,2/8/2025,Pending,
8966,39315,258,12/23/2024,Fixed,Waiting for engineering team
8967,2554,236,2/4/2025,Pending,
8968,37745,273,9/1/2024,Fixed,Patched dashboard
8969,44143,215,3/29/2025,Fixed,Patched integration
8970,13654,249,,Open,Waiting for engineering team
8971,28531,287,2/2/2024,Fixed,No resolution details provided
8972,40763,211,,Open,Work in progress
8973,25400,270,4/28/2025,Fixed,Optimized server
8974,12011,209,,Open,Work in progress
8975,35707,245,,Open,Fixed login issue
8976,35368,253,8/22/2024,Fixed,No resolution details provided
8977,3925,233,6/29/2025,Fixed,No resolution details provided
8978,32395,225,4/2/2024,Fixed,Updated billing system
8979,10778,271,,Open,Work in progress
8980,34589,295,11/16/2023,Pending,Updated app version
8981,3958,229,,Open,Work in progress
8982,15435,202,1/31/2024,Fixed,Restored notification delivery
8983,15885,242,1/1/2025,Pending,Updated billing system
8984,13661,243,10/21/2024,Fixed,No resolution details provided
8985,28328,226,7/15/2025,Fixed,No resolution details provided
8986,6219,229,10/31/2023,Pending,Fixed login issue
8987,25907,298,,Open,Work in progress
8988,17544,227,3/20/2025,Pending,
8989,43800,265,10/16/2024,Fixed,Updated billing system
8990,47540,227,,Open,Work in progress
8991,10424,252,2/11/2024,Fixed,No resolution details provided
8992,2627,266,7/1/2024,Fixed,No resolution details provided
8993,48948,235,2/28/2024,Pending,Processed refund
8994,5200,295,,Open,Fixed login issue
8995,27742,209,,Open,Work in progress
8996,22042,274,,Open,Optimized server
8997,26916,245,,Open,Work in progress
8998,15206,218,10/26/2023,Fixed,Fixed sync issue
8999,35218,230,1/25/2025,Pending,
9000,10570,281,8/7/2023,Fixed,Debugging app crash
9001,2759,268,3/28/2024,Fixed,Optimized server
9002,12845,234,,Open,Refunded overcharge
9003,45903,262,12/12/2023,Pending,Waiting for engineering team
9004,39686,252,6/24/2024,Fixed,No resolution details provided
9005,45921,244,,Open,Work in progress
9006,47734,245,2/15/2025,Pending,Patched dashboard
9007,37575,283,,Open,Patched dashboard
9008,14479,210,1/25/2025,Fixed,No resolution details provided
9009,5530,256,,Open,Work in progress
9010,18023,281,,Open,Work in progress
9011,23868,258,4/17/2024,Fixed,Debugging app crash
9012,4163,268,5/18/2024,Pending,Improved load time
9013,16073,260,12/5/2024,Pending,
9014,26284,299,2/17/2025,Fixed,Refunded overcharge
9015,25686,289,,Open,Refunded overcharge
9016,12445,283,3/19/2025,Fixed,No resolution details provided
9017,47014,294,1/2/2024,Fixed,Updated billing system
9018,47848,286,11/28/2024,Fixed,Waiting for engineering team
9019,4498,296,2/5/2024,Pending,Patched dashboard
9020,41170,282,,Open,Processed refund
9021,41683,219,,Open,Waiting for engineering team
9022,48615,292,7/12/2024,Pending,Improved load time
9023,39985,213,7/20/2025,Fixed,Processed refund
9024,10679,281,2/24/2024,Pending,Processed refund
9025,14289,239,8/25/2023,Fixed,No resolution details provided
9026,45068,298,4/14/2024,Fixed,Improved load time
9027,7257,202,9/24/2024,Fixed,Fixed login issue
9028,37217,273,,Open,Improved load time
9029,14532,210,,Open,Refunded overcharge
9030,505,204,,Open,Updated billing system
9031,1127,263,,Open,Work in progress
9032,1596,214,,Open,Updated biling system
9033,34286,224,,Open,Enabled CSV export
9034,9086,201,,Open,Updated app version
9035,11888,231,6/13/2025,Fixed,Fixed sync issue
9036,28972,220,8/20/2023,Pending,
9037,41320,285,9/5/2023,Pending,Fixed sync issue
9038,31721,221,,Open,Work in progress
9039,43391,222,,Open,Waiting for engineering team
9040,44674,240,,Open,Resolved export error
9041,44748,237,,Open,Work in progress
9042,21889,252,1/12/2025,Fixed,No resolution details provided
9043,2844,208,7/18/2024,Fixed,Waiting for engineering team
9044,20080,206,6/14/2024,Fixed,Patched integration
9045,32342,276,12/14/2024,Pending,Updated app version
9046,23449,258,,Open,Refunded overcharge
9047,40171,242,3/3/2025,Fixed,Fixed sync issue
9048,35854,300,1/10/2025,Fixed,Processed refund
9049,28541,230,8/26/2023,Fixed,Updated app version
9050,30435,241,3/22/2025,Fixed,Resolved export error
9051,28118,285,11/29/2024,Fixed,No resolution details provided
9052,13906,266,,Open,Patched dashboard
9053,15796,242,,Open,Work in progress
9054,29405,295,10/9/2024,Fixed,Refunded overcharge
9055,49219,242,,Open,Improved load time
9056,44087,214,2/29/2024,Fixed,Waiting for engineering team
9057,4798,234,9/29/2023,Pending,Processed refund
9058,16872,211,,Open,Patched integration
9059,30619,262,7/7/2024,Pending,
9060,22800,285,4/27/2025,Fixed,No resolution details provided
9061,31423,215,6/13/2025,Fixed,No resolution details provided
9062,22972,225,3/10/2025,Fixed,Processed refund
9063,16888,279,7/25/2024,Pending,Optimized server
9064,23131,213,10/20/2024,Fixed,No resolution details provided
9065,39380,253,,Open,Restored notification delivery
9066,24511,256,9/5/2023,Fixed,No resolution details provided
9067,10704,262,,Open,Work in progress
9068,2869,214,,Open,Refunded overcharge
9069,30020,299,12/28/2024,Fixed,Updated billing system
9070,34627,272,9/11/2024,Fixed,Refunded overcharge
9071,49181,282,3/18/2025,Fixed,Debugging app crash
9072,45975,260,10/4/2024,Fixed,Fixed notification bug
9073,44643,203,,Open,Work in progress
9074,12253,204,4/27/2024,Fixed,Restored notification delivery
9075,37135,214,,Open,Work in progress
9076,7314,298,,Open,Work in progress
9077,31357,277,6/21/2024,Fixed,Debugging app crash
9078,27571,279,,Fixed,Fixed login issue
9079,44650,230,3/28/2024,Fixed,No resolution details provided
9080,49018,245,5/14/2024,Pending,
9081,48783,242,11/8/2023,Fixed,Patched integration
9082,47712,247,5/16/2024,Pending,Fixed notification bug
9083,33847,257,7/19/2024,Fixed,Improved load time
9084,14981,215,4/30/2024,Fixed,Debugging app crash
9085,46496,241,10/3/2024,Fixed,Debugging app crash
9086,25917,285,,Open,Fixed sync issue
9087,12704,288,8/25/2024,Fixed,Patched integration
9088,17977,271,10/1/2023,Fixed,Investigating delay
9089,45032,249,,Open,Work in progress
9090,17039,286,,Open,Fixed sync issue
9091,49696,231,2/6/2024,Fixed,No resolution details provided
9092,15070,223,6/7/2025,Fixed,Updated billing system
9093,2085,288,2/8/2025,Fixed,Updated billing system
9094,30771,259,6/22/2025,Fixed,No resolution details provided
9095,40990,277,,Open,Refunded overcharge
9096,41442,280,9/2/2024,Fixed,Fixed login issue
9097,16745,267,5/14/2024,Pending,
9098,24593,273,8/28/2023,Pending,Processed refund
9099,45964,260,3/22/2024,Fixed,No resolution details provided
9100,20473,221,,Open,Work in progress
9101,4602,245,,Open,Fixed login issue
9102,48558,242,9/12/2024,Fixed,Processed refund
9103,40391,217,5/17/2024,Fixed,Improved load time
9104,47373,227,11/19/2024,Pending,Patched dashboard
9105,25162,273,,Open,Refunded overcharge
9106,2052,260,2/23/2025,Fixed,Patched integration
9107,29487,281,,Open,Updated billing system
9108,41502,263,1/21/2024,Fixed,No resolution details provided
9109,49296,292,,Open,Waiting for engineering team
9110,41236,294,10/22/2023,Fixed,Waiting for engineering team
9111,38526,290,,Open,Patched dashboard
9112,29801,245,,Open,Restored notification delivery
9113,3489,267,8/16/2023,Fixed,No resolution details provided
9114,44397,250,3/6/2025,Pending,
9115,1373,234,5/29/2025,Fixed,Processed refund
9116,39049,248,9/15/2023,Fixed,Updated billing system
9117,29510,288,2/4/2025,Fixed,Updated app version
9118,15774,219,4/22/2025,Pending,
9119,7423,238,,Open,Restored notification delivery
9120,30943,266,6/4/2025,Fixed,Patched dashboard
9121,1390,209,3/1/2025,Pending,Restored notification delivery
9122,38158,282,10/22/2024,Pending,Processed refund
9123,10894,286,,Open,Fixed login issue
9124,20799,276,3/7/2025,Fixed,No resolution details provided
9125,19141,277,,Open,Improved load time
9126,25681,215,,Open,Processed refund
9127,31154,262,,Open,Work in progress
9128,17027,266,12/19/2023,Fixed,Patched dashboard
9129,42964,289,7/19/2024,Pending,
9130,19124,250,12/13/2023,Pending,
9131,10937,251,,Open,Optimized server
9132,23363,215,11/24/2023,Fixed,Fixed login issue
9133,34394,270,7/16/2024,Fixed,Waiting for engineering team
9134,27446,293,5/28/2025,Fixed,No resolution details provided
9135,655,242,,Open,Work in progress
9136,48350,267,12/16/2023,Fixed,Improved load time
9137,3190,209,9/20/2024,Fixed,Fixed login issue
9138,21317,212,10/1/2024,Fixed,No resolution details provided
9139,38893,263,6/28/2024,Pending,Processed refund
9140,8440,274,8/4/2023,Fixed,No resolution details provided
9141,18325,214,3/20/2024,Fixed,Refunded overcharge
9142,11073,221,6/1/2024,Fixed,Fixed sync issue
9143,18430,251,,Open,Fixed notification bug
9144,3101,229,10/3/2023,Fixed,Optimized server
